Ticker,Company,Sector,Price,ADV30,DollarVolume30,SMA50,SMA200,TrendScore15,SupportType,Support,PctAboveSupport,EntryZone,SupportTests,Bounce1Pct,Bounce2Pct,Confluence,RS20vsSPY,RS60vsSPY,SectorRS20,UpDownVolumeRatio,OBVChangePct,SuggestedStop,Target1,Target2,RR_Target1,RR_Target2,NextEarnings,EarningsTiming,DaysToEarnings,RecentNews,LiquidityPts10,TrendPts15,SupportPts20,RSPts15,AccumulationPts10,RRPts15,SectorPts5,CatalystPts5,QualityPts5,Score100,QUALIFIES,Classification
WFRD,Weatherford International plc,Energy,94.79,1281070,108787040,88.55,90.85,7,SMA50,90.18,5.11,Watch for Pullback,2,7.83,10.25,0,13.01,-19.06,10.13,1.2,4.01,88.38,96.15,97.19,0.21,0.37,,,,False,7,7,12,8,7,2,5,4,5,57,False,Below Threshold
SGEN,Seagen Inc.,Healthcare,228.74,1872709,417420269,217.18,204.3,15,BreakoutRetest,217.51,5.16,Watch for Pullback,2,7.66,4.94,1,2.22,1.97,2.77,0.79,-26.49,213.16,231.59,234.43,0.18,0.37,,,,False,7,15,13,7,0,2,4,4,5,57,False,Below Threshold
PSKY,Paramount Skydance Corporation Class B Common Stock,Communication Services,10.14,11621870,102901496,9.42,11.37,4,SMA50,9.48,6.96,Watch for Pullback,2,14.29,10.85,1,11.44,-3.38,13.81,1.15,70.81,9.28,10.39,10.87,0.29,0.85,,,,False,8,4,14,8,7,2,5,4,5,57,False,Below Threshold
CMCSA,Comcast Corporation,Communication Services,26.18,30958251,740385408,23.87,27.1,7,SMA50,23.8,10.0,Extended,2,10.55,13.79,1,5.6,-0.24,7.97,1.0,9.65,23.32,27.1,28.08,0.32,0.67,,,,False,9,7,14,7,4,2,5,4,5,57,False,Below Threshold
PCAR,PACCAR Inc,Industrials,130.79,3582780,466658334,125.24,117.65,15,BreakoutRetest,129.31,1.14,Prime Entry,2,9.79,5.38,0,-0.81,13.77,-0.32,1.02,-3.96,126.72,133.71,136.76,0.72,1.47,,,,False,8,15,15,6,3,2,2,4,1,56,False,Below Threshold
BBIO,"BridgeBio Pharma, Inc.",Healthcare,79.86,2980460,250877700,77.19,72.71,15,Horizontal,78.9,1.22,Prime Entry,2,9.29,13.54,0,-6.31,15.19,-5.77,0.86,1.12,77.32,81.33,83.16,0.58,1.3,,,,False,8,15,16,7,2,2,0,4,2,56,False,Below Threshold
CDW,CDW Corporation,Technology,139.42,1967578,273702459,136.19,132.14,12,SMA50,135.24,3.09,Buyable,2,27.55,6.39,1,0.19,27.8,-3.57,0.76,-5.71,131.25,141.46,143.64,0.25,0.52,,,,False,7,12,17,10,0,2,0,4,4,56,False,Below Threshold
AVGO,Broadcom Inc.,Technology,392.99,19647967,7718030376,390.46,369.2,12,BreakoutRetest,379.62,3.52,Buyable,2,17.11,15.51,0,1.53,-10.21,-2.24,1.01,1.67,371.2,398.59,399.0,0.26,0.28,,,,False,10,12,15,3,5,2,2,4,3,56,False,Below Threshold
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",Consumer Defensive,76.49,1867386,128734914,73.2,96.85,4,SMA50,73.73,3.75,Buyable,2,15.03,10.77,1,10.56,-9.82,13.95,1.21,-18.9,72.23,78.37,81.8,0.44,1.25,,,,False,7,4,17,8,5,2,5,4,4,56,False,Below Threshold
FTNT,"Fortinet, Inc.",Technology,160.01,5226590,832622582,154.92,104.47,15,BreakoutRetest,150.07,6.62,Watch for Pullback,2,14.03,17.77,0,-5.44,19.55,-9.2,1.44,-3.65,146.31,163.57,167.19,0.26,0.52,,,,False,9,15,12,7,5,2,0,4,2,56,False,Below Threshold
JBLU,JetBlue Airways Corporation,Industrials,5.65,33722943,193301751,5.59,5.06,15,SMA50,5.28,6.92,Watch for Pullback,2,25.86,32.4,0,-0.2,23.19,0.29,1.5,-13.36,5.11,5.75,6.07,0.19,0.78,,,,False,8,15,12,7,5,2,3,4,0,56,False,Below Threshold
RKLB,"Rocket Lab USA, Inc.",Industrials,80.25,19613727,1462119750,85.54,78.39,9,BreakoutRetest,73.67,8.93,Extended,2,11.62,20.0,0,14.23,-42.77,14.72,0.77,2.74,70.62,81.35,82.54,0.11,0.24,,,,False,10,9,12,8,2,2,5,4,4,56,False,Below Threshold
FOX,Fox Corporation,Communication Services,61.41,1185627,61484545,51.91,56.78,7,SMA50,52.25,17.54,Extended,2,19.37,18.86,1,14.5,-0.09,16.86,0.99,7.96,51.2,64.22,65.37,0.28,0.39,,,,False,7,7,14,8,4,2,5,4,5,56,False,Below Threshold
HA,"Hawaiian Holdings, Inc.",Industrials,18.0,3273694,55515714,15.12,13.86,15,BreakoutRetest,12.97,38.78,Extended,2,44.07,51.06,0,-2.64,38.31,-2.15,0.92,19.49,12.71,18.6,19.19,0.11,0.23,,,,False,7,15,12,7,4,2,2,4,3,56,False,Below Threshold
HALO,"Halozyme Therapeutics, Inc.",Healthcare,98.66,2178831,191805733,79.56,71.25,15,,,,No Valid Support,0,,,0,22.35,37.74,22.9,1.16,2.67,,,,,,,,,False,8,15,0,15,5,0,5,4,4,56,False,Below Threshold
AGNC,AGNC Investment Corp.,Real Estate,10.96,18908174,205863783,10.74,10.72,15,SMA50,10.68,2.62,Buyable,2,5.22,4.14,1,-6.76,2.39,-1.99,0.93,21.19,10.47,11.1,11.12,0.28,0.32,,,,False,8,15,15,2,4,2,2,4,3,55,False,Below Threshold
USAR,USA Rare Earth Inc,Basic Materials,20.0,11253532,191004678,18.98,19.16,4,SMA50,19.46,2.78,Buyable,2,8.18,12.51,0,23.35,-5.66,23.82,0.98,16.89,18.74,20.75,21.06,0.6,0.84,,,,False,8,4,15,8,4,2,5,4,5,55,False,Below Threshold
KHC,The Kraft Heinz Company,Consumer Defensive,25.51,13925754,357709683,24.79,23.96,15,BreakoutRetest,24.71,3.24,Buyable,2,3.69,4.33,2,-5.88,3.77,-2.49,0.9,-29.78,24.22,26.33,27.05,0.63,1.19,,,,False,8,15,17,4,0,2,2,4,3,55,False,Below Threshold
SRRK,Scholar Rock Holding Corporation,Healthcare,52.52,1019833,52590179,50.55,45.76,15,SMA50,49.97,5.1,Watch for Pullback,2,13.9,14.61,1,-5.09,4.62,-4.54,0.96,61.04,48.78,53.68,56.54,0.31,1.07,,,,False,7,15,14,4,4,2,0,4,5,55,False,Below Threshold
PTEN,"Patterson-UTI Energy, Inc.",Energy,11.37,8773316,87569922,10.19,9.01,12,BreakoutRetest,10.7,6.26,Watch for Pullback,2,12.73,6.33,0,9.03,-16.49,6.14,1.18,-1.45,10.44,11.75,12.2,0.41,0.89,,,,False,7,12,12,7,3,2,5,4,3,55,False,Below Threshold
FIGR,"Figure Technology Solutions, Inc. Class A Common Stock",Financial Services,31.43,3333268,98676080,29.21,37.07,4,SMA50,29.37,7.03,Extended,2,20.13,20.09,1,4.05,-19.06,5.11,1.66,51.56,28.31,33.49,33.57,0.66,0.69,,,,False,7,4,14,5,10,2,5,4,4,55,False,Below Threshold
PCVX,"Vaxcyte, Inc.",Healthcare,58.07,1005200,57257801,54.67,52.79,15,SMA50,52.88,9.82,Extended,2,15.13,14.55,0,-1.12,13.24,-0.57,0.99,24.96,51.68,58.95,59.5,0.14,0.22,,,,False,7,15,12,6,4,2,2,4,3,55,False,Below Threshold
CRWV,"CoreWeave, Inc. Class A Common Stock",Technology,105.26,29321977,2503895182,90.66,92.94,4,SMA50,92.44,13.86,Extended,2,36.2,33.25,0,39.33,-0.35,35.57,1.49,17.05,87.83,109.85,114.45,0.26,0.53,,,,False,10,4,12,8,9,2,5,4,1,55,False,Below Threshold
SLS,"SELLAS Life Sciences Group, Inc.",Healthcare,12.78,6792172,82690584,11.12,5.89,15,SMA50,10.64,20.08,Extended,2,29.0,19.16,0,-7.55,62.57,-7.01,0.85,13.3,10.17,13.58,13.73,0.31,0.36,,,,False,7,15,12,7,4,2,0,4,4,55,False,Below Threshold
CORT,Corcept Therapeutics Incorporated,Healthcare,114.47,1243761,125860015,92.88,63.62,15,,,,No Valid Support,0,,,0,22.01,90.81,22.56,1.03,5.12,,,,,,,,,False,7,15,0,15,7,0,5,4,2,55,False,Below Threshold
RIOT,"Riot Platforms, Inc.",Technology,19.02,20581168,427911912,23.14,18.5,9,BreakoutRetest,19.07,-0.26,Support Test / Reclaim,2,31.49,23.74,0,-0.28,-21.83,-4.05,1.58,0.82,17.88,19.39,22.42,0.32,2.98,,,,False,8,9,14,0,8,11,0,4,0,54,False,Below Threshold
CHK,Chesapeake Energy Corporation,Energy,85.73,2850188,237673875,79.15,82.18,10,BreakoutRetest,85.33,0.47,Prime Entry,2,4.08,3.77,0,0.8,14.77,-2.09,0.98,-9.82,83.62,87.95,88.17,1.05,1.16,,,,False,8,10,14,9,0,2,2,4,5,54,False,Below Threshold
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,102.53,1485005,146875202,100.48,109.11,7,SMA50,100.51,2.01,Buyable,2,5.32,4.92,1,1.65,2.37,3.7,1.17,43.49,98.5,103.79,104.6,0.31,0.51,,,,False,7,7,16,5,7,2,4,4,2,54,False,Below Threshold
ACHC,"Acadia Healthcare Company, Inc.",Healthcare,30.83,2662069,84039031,29.52,22.27,15,BreakoutRetest,30.2,2.09,Buyable,2,11.69,6.41,0,-15.08,17.91,-14.54,0.81,4.46,29.26,32.35,32.56,0.97,1.1,,,,False,7,15,15,7,2,2,0,4,2,54,False,Below Threshold
SBRA,"Sabra Health Care REIT, Inc.",Real Estate,20.32,2959283,61514398,19.96,19.68,15,SMA50,19.85,2.39,Buyable,2,9.21,3.69,1,-3.4,-9.09,1.37,1.08,831.56,19.45,20.7,20.75,0.44,0.49,,,,False,7,15,16,0,7,2,3,4,0,54,False,Below Threshold
DKNG,DraftKings Inc.,Consumer Cyclical,26.14,12913211,313849086,25.32,27.13,4,SMA50,25.3,3.32,Buyable,2,12.27,5.59,1,0.37,-3.46,2.42,1.16,38.48,24.72,26.5,26.84,0.25,0.49,,,,False,8,4,17,3,7,2,4,4,5,54,False,Below Threshold
CME,CME Group Inc.,Financial Services,269.8,2418291,610198294,250.81,278.38,4,Horizontal,258.03,4.56,Buyable,2,4.57,5.55,1,5.65,-16.58,6.72,1.19,-3.18,252.87,276.52,278.58,0.4,0.52,,,,False,8,4,16,7,3,2,5,4,5,54,False,Below Threshold
SOFI,"SoFi Technologies, Inc.",Financial Services,18.29,74984545,1310004941,17.49,20.82,7,SMA50,17.19,6.39,Watch for Pullback,2,13.0,14.65,0,1.4,14.28,2.47,1.01,-108.32,16.78,18.7,18.8,0.27,0.34,,,,False,10,7,12,9,3,2,4,4,3,54,False,Below Threshold
SRPT,"Sarepta Therapeutics, Inc.",Healthcare,18.1,3068664,52671230,16.99,19.14,7,SMA50,16.89,7.19,Extended,2,18.39,14.35,1,0.66,2.97,1.21,1.07,14.35,16.46,18.69,19.25,0.36,0.7,,,,False,7,7,14,5,7,2,3,4,5,54,False,Below Threshold
ERAS,"Erasca, Inc.",Healthcare,18.38,4223793,79841495,17.17,11.7,15,Horizontal,17.1,7.45,Extended,2,12.2,12.53,1,-8.57,72.29,-8.02,0.97,7.84,16.58,18.92,19.0,0.3,0.34,,,,False,7,15,14,7,4,2,0,4,1,54,False,Below Threshold
CLRO,"ClearOne, Inc.",Technology,5.22,6466405,71663345,5.47,4.91,12,BreakoutRetest,4.25,22.82,Extended,2,242.58,260.1,0,-32.94,60.43,-36.71,24.3,30.08,3.3,5.33,5.36,0.06,0.07,,,,False,7,12,12,7,10,2,0,4,0,54,False,Below Threshold
DFNS,T3 Defense Inc.,Industrials,33.78,6626940,175601798,26.48,257.15,4,SMA50,27.28,23.85,Extended,2,355.0,211.53,0,538.98,-31.55,539.47,13.42,-4.35,17.09,43.35,61.25,0.57,1.65,,,,False,8,4,12,8,6,6,5,4,1,54,False,Below Threshold
PAYX,"Paychex, Inc.",Industrials,122.02,2952803,339553021,108.83,103.3,12,,,,No Valid Support,0,,,0,2.22,23.34,2.71,1.22,9.97,,,,,,,,,False,8,12,0,12,9,0,4,4,5,54,False,Below Threshold
SHC,Sotera Health Company,Healthcare,18.89,2962724,53553110,17.44,16.59,15,,,,No Valid Support,0,,,0,1.98,18.22,2.52,1.21,1312.92,,,,,,,,,False,7,15,0,10,9,0,4,4,5,54,False,Below Threshold
XEL,Xcel Energy Inc.,Utilities,79.17,4797746,379177396,79.26,78.9,8,SMA50,79.54,-0.47,Support Test / Reclaim,2,3.06,3.29,1,-3.94,-6.51,2.41,0.72,6.29,77.95,80.24,81.29,0.88,1.74,,,,False,8,8,14,0,4,6,4,4,5,53,False,Below Threshold
WMT,Walmart Inc.,Consumer Defensive,115.27,20963269,2354940829,114.49,118.32,7,SMA50,114.59,0.59,Prime Entry,2,4.87,3.8,1,-3.54,-19.91,-0.15,1.01,13.14,112.3,117.45,118.09,0.73,0.95,,,,False,10,7,16,0,7,2,2,4,5,53,False,Below Threshold
OKTA,"Okta, Inc.",Technology,147.43,2718027,394205820,135.71,96.96,15,BreakoutRetest,142.35,3.57,Buyable,2,13.52,11.71,0,-5.73,66.22,-9.5,0.95,-1.76,139.01,151.57,153.2,0.49,0.69,,,,False,8,15,15,7,0,2,0,4,2,53,False,Below Threshold
DDOG,"Datadog, Inc.",Technology,255.46,5001539,1280606368,248.81,172.27,15,SMA50,244.34,4.55,Buyable,2,21.37,12.77,0,-5.7,12.93,-9.46,0.91,-1.41,234.85,262.99,268.83,0.37,0.65,,,,False,9,15,15,6,0,2,0,4,2,53,False,Below Threshold
FWONK,Liberty Media Corporation,Communication Services,103.9,2067540,206346616,95.98,92.04,12,BreakoutRetest,96.02,8.21,Extended,2,9.21,8.84,2,-2.78,9.66,-0.42,0.99,-23.42,94.1,109.7,115.51,0.59,1.18,,,,False,8,12,16,6,0,2,2,4,3,53,False,Below Threshold
QUBT,"Quantum Computing, Inc.",Technology,9.01,8920203,75133192,9.03,9.88,3,BreakoutRetest,7.48,20.45,Extended,2,26.18,28.08,0,11.07,-8.08,7.3,1.26,1.18,7.22,9.15,9.24,0.08,0.13,,,,False,7,3,12,8,7,2,5,4,5,53,False,Below Threshold
ROKU,"Roku, Inc.",Communication Services,157.68,2644851,384700079,140.54,113.91,15,,,,No Valid Support,0,,,0,4.73,24.96,7.1,0.98,8.7,,,,,,,,,False,8,15,0,12,4,0,5,4,5,53,False,Below Threshold
SNDK,Sandisk Corporation,Technology,1641.11,15885937,22591557441,1655.63,903.23,11,,,,No Valid Support,0,,,0,16.68,12.83,12.92,0.77,8.8,,,,,,,,,False,10,11,0,14,4,0,5,4,5,53,False,Below Threshold
KLAC,KLA Corporation,Technology,203.72,11779892,2418758024,221.8,166.77,12,BreakoutRetest,193.94,5.04,Watch for Pullback,2,14.18,10.13,0,-8.69,11.23,-12.46,0.93,4.45,187.94,206.01,215.67,0.15,0.76,,,,False,10,12,12,6,2,2,0,4,4,52,False,Below Threshold
ZION,"Zions Bancorporation, National Association",Financial Services,72.2,1600888,112842980,69.14,61.12,15,BreakoutRetest,67.99,6.19,Watch for Pullback,2,5.87,5.92,0,-4.54,14.09,-3.47,0.79,2.39,66.63,73.34,77.06,0.2,0.87,,,,False,7,15,11,6,2,2,0,4,5,52,False,Below Threshold
CDEV,Permian Resources Corporation,Energy,7.62,7860309,56255695,6.67,7.42,7,SMA50,6.87,10.84,Extended,2,25.74,34.6,0,20.06,-26.18,17.18,0.78,297.65,6.64,7.77,8.01,0.15,0.4,,,,False,7,7,12,8,4,2,5,4,3,52,False,Below Threshold
STRC,Strategy Inc,Technology,94.78,1277720,114795135,89.48,96.69,4,Horizontal,84.16,12.61,Extended,2,7.27,12.28,0,6.68,-10.06,2.91,1.14,76.06,82.48,97.73,99.43,0.24,0.38,,,,False,7,4,12,7,7,2,4,4,5,52,False,Below Threshold
FORM,"FormFactor, Inc.",Technology,131.6,1438643,158601166,122.25,97.76,12,,,,No Valid Support,0,,,0,20.21,6.48,16.44,1.05,34.4,,,,,,,,,False,7,12,0,12,7,0,5,4,5,52,False,Below Threshold
PANW,"Palo Alto Networks, Inc.",Technology,384.27,6318536,2194051209,326.32,222.4,15,,,,No Valid Support,0,,,0,2.69,54.22,-1.08,1.06,52.0,,,,,,,,,False,9,15,0,12,7,0,2,4,3,52,False,Below Threshold
EVRG,"Evergy, Inc.",Utilities,84.03,2005958,170113622,84.63,80.26,14,SMA50,84.3,-0.33,Support Test / Reclaim,2,3.79,3.33,2,-6.27,-4.53,0.08,0.85,0.43,82.62,85.09,85.23,0.75,0.85,,,,False,8,14,16,0,2,2,3,4,2,51,False,Below Threshold
MTCH,"Match Group, Inc.",Communication Services,37.95,3043800,117561493,37.45,34.04,15,SMA50,37.35,1.61,Prime Entry,2,5.19,5.65,1,-7.51,1.55,-5.14,0.9,-2.91,36.6,38.81,38.94,0.64,0.73,,,,False,8,15,17,2,0,2,0,4,3,51,False,Below Threshold
STEP,StepStone Group Inc.,Financial Services,50.4,1384459,62921263,44.36,54.27,4,BreakoutRetest,49.45,1.92,Prime Entry,2,14.71,11.22,0,11.28,-9.84,12.35,0.88,-8.2,48.12,50.91,51.45,0.22,0.46,,,,False,7,4,16,8,0,2,5,4,5,51,False,Below Threshold
NDAQ,"Nasdaq, Inc.",Financial Services,97.02,3609517,331983930,89.05,89.55,10,BreakoutRetest,93.94,3.28,Buyable,2,4.09,3.67,1,1.42,-0.33,2.49,1.0,3.18,92.06,99.59,101.22,0.52,0.85,,,,False,8,10,15,3,2,2,4,4,3,51,False,Below Threshold
ARCC,Ares Capital Corporation,Financial Services,19.87,4609300,88226593,18.88,19.32,7,SMA50,18.68,6.35,Watch for Pullback,2,6.37,9.65,2,-0.79,1.19,0.27,1.27,1.42,18.31,20.11,20.83,0.15,0.62,,,,False,7,7,16,2,7,2,3,4,3,51,False,Below Threshold
GILD,"Gilead Sciences, Inc.",Healthcare,138.36,6818687,905692291,130.18,132.45,10,SMA50,129.78,6.61,Watch for Pullback,2,6.86,6.0,2,-1.41,0.22,-0.86,0.8,4.6,127.19,140.42,140.61,0.18,0.2,,,,False,9,10,15,2,2,2,2,4,5,51,False,Below Threshold
CEG,Constellation Energy Corporation,Utilities,282.5,2791736,732828152,261.1,302.63,4,SMA50,262.65,7.56,Extended,2,10.03,9.02,1,7.48,2.57,13.83,0.86,-46.94,257.4,293.23,293.6,0.43,0.44,,,,False,8,4,14,9,0,2,5,4,5,51,False,Below Threshold
CTAS,Cintas Corporation,Industrials,199.52,2370877,472799898,189.0,185.55,15,BreakoutRetest,184.48,8.15,Extended,2,16.19,16.92,0,-6.86,10.06,-6.37,1.09,-35.22,180.79,202.5,203.0,0.16,0.19,,,,False,8,15,12,6,3,2,0,4,1,51,False,Below Threshold
NTRA,"Natera, Inc.",Healthcare,309.93,1293509,366813139,262.3,226.15,15,,,,No Valid Support,0,,,0,9.75,52.29,10.3,1.2,-6.46,,,,,,,,,False,7,15,0,14,3,0,5,4,3,51,False,Below Threshold
EXC,Exelon Corporation,Utilities,45.86,8202638,379879831,46.24,46.08,8,SMA50,46.25,-0.84,Support Test / Reclaim,2,3.42,3.07,1,-5.31,-3.03,1.04,0.79,11.58,45.32,46.7,46.89,1.56,1.91,,,,False,8,8,14,0,4,6,3,4,3,50,False,Below Threshold
LCID,"Lucid Group, Inc.",Consumer Cyclical,6.22,20544936,128891301,6.19,9.33,7,Horizontal,6.15,1.14,Prime Entry,2,38.89,16.99,1,-19.94,5.07,-17.88,1.27,-3.58,5.78,6.37,6.72,0.34,1.14,,,,False,8,7,18,4,5,2,0,4,2,50,False,Below Threshold
FISV,"Fiserv, Inc.",Technology,54.39,7945038,419158377,51.68,59.53,4,BreakoutRetest,52.31,3.98,Buyable,2,12.95,8.59,2,2.98,-8.73,-0.79,1.18,-8.69,51.08,55.36,56.0,0.29,0.49,,,,False,8,4,19,5,3,2,2,4,3,50,False,Below Threshold
TW,Tradeweb Markets Inc.,Financial Services,106.29,1582785,159661028,100.43,108.84,7,SMA50,100.15,6.13,Watch for Pullback,2,12.48,6.61,1,1.95,-9.91,3.02,0.66,26.81,98.15,107.37,108.76,0.13,0.3,,,,False,7,7,14,3,4,2,4,4,5,50,False,Below Threshold
TRMB,Trimble Inc.,Technology,57.6,2702324,149349090,53.53,66.28,7,SMA50,53.14,8.39,Extended,2,16.13,19.0,1,4.81,-0.24,1.04,1.23,-0.11,51.94,58.3,59.5,0.12,0.34,,,,False,8,7,14,5,5,2,3,4,2,50,False,Below Threshold
AKRO,"Akero Therapeutics, Inc.",Healthcare,54.65,2492441,135644319,53.06,48.19,15,,,,No Valid Support,0,,,0,-3.5,21.73,-2.96,1.45,26.78,,,,,,,,,False,8,15,0,7,9,0,2,4,5,50,False,Below Threshold
LSCC,Lattice Semiconductor Corporation,Technology,130.46,1901161,245332424,135.44,104.22,9,BreakoutRetest,130.0,0.35,Prime Entry,2,13.99,8.38,0,-0.27,-0.8,-4.04,0.75,-1.71,125.91,139.37,139.98,1.96,2.09,,,,False,7,9,16,0,0,9,0,4,4,49,False,Below Threshold
AKAM,"Akamai Technologies, Inc.",Technology,124.99,3705475,443101365,122.66,107.4,12,BreakoutRetest,121.12,3.2,Buyable,2,15.47,8.53,1,-0.45,-17.38,-4.22,1.07,-4.74,117.98,127.5,127.95,0.36,0.42,,,,False,8,12,17,0,3,2,0,4,3,49,False,Below Threshold
ACIW,"ACI Worldwide, Inc.",Technology,53.44,1121940,62881417,52.08,45.92,15,SMA50,51.27,4.24,Buyable,2,8.56,4.9,0,-12.42,19.67,-16.19,0.71,-36.27,50.15,57.04,57.6,1.09,1.26,,,,False,7,15,14,7,0,2,0,4,0,49,False,Below Threshold
WBD,"Warner Bros. Discovery, Inc.",Communication Services,27.99,22825387,603096800,26.55,26.83,7,SMA50,26.56,5.37,Watch for Pullback,2,10.94,7.64,1,-0.28,-2.49,2.09,0.72,6.7,26.03,28.28,29.19,0.15,0.61,,,,False,9,7,14,0,4,2,4,4,5,49,False,Below Threshold
ALPN,"Alpine Immune Sciences, Inc.",Healthcare,64.97,3517845,218928738,53.07,26.53,15,,,,No Valid Support,0,,,0,-3.84,85.73,-3.29,1.66,12.97,,,,,,,,,False,8,15,0,7,10,0,0,4,5,49,False,Below Threshold
NARI,"Inari Medical, Inc.",Healthcare,79.97,3566879,277050378,69.05,52.77,15,,,,No Valid Support,0,,,0,-3.86,51.09,-3.31,1.51,83.95,,,,,,,,,False,8,15,0,7,10,0,0,4,5,49,False,Below Threshold
TPTX,"Turning Point Therapeutics, Inc.",Healthcare,76.01,1075164,80790021,74.99,45.62,15,,,,No Valid Support,0,,,0,-2.72,109.15,-2.17,1.33,13.54,,,,,,,,,False,7,15,0,7,9,0,2,4,5,49,False,Below Threshold
PENG,"Penguin Solutions, Inc.",Technology,63.8,3875461,254024945,62.58,34.32,15,BreakoutRetest,77.4,-17.57,Broken / Reclaim Needed,2,40.93,19.1,0,1.17,32.08,-2.6,0.75,26.21,74.91,67.72,73.24,,,,,,False,8,15,0,10,4,0,2,4,5,48,False,Below Threshold
CGNX,Cognex Corporation,Technology,65.63,2241963,144500477,64.7,51.96,12,SMA50,64.73,1.39,Prime Entry,2,14.89,8.6,1,-2.01,2.4,-5.78,0.86,-29.26,62.94,67.56,67.77,0.72,0.8,,,,False,8,12,18,2,0,2,0,4,2,48,False,Below Threshold
PDCE,"PDC Energy, Inc.",Energy,73.85,1141263,84375630,72.61,68.25,15,BreakoutRetest,72.83,1.4,Prime Entry,2,4.75,3.08,1,-4.16,1.81,-7.05,0.72,0.0,71.37,75.56,76.0,0.69,0.87,,,,False,7,15,16,2,0,2,0,4,2,48,False,Below Threshold
MRTX,"Mirati Therapeutics, Inc.",Healthcare,58.7,2146049,125687751,57.75,45.58,15,BreakoutRetest,57.18,2.66,Buyable,2,4.66,3.34,1,-4.92,0.51,-4.37,0.41,-134.52,56.04,59.4,59.46,0.26,0.29,,,,False,8,15,15,2,0,2,0,4,2,48,False,Below Threshold
TTWO,"Take-Two Interactive Software, Inc.",Technology,246.95,2013295,490465695,237.86,229.04,12,SMA50,235.86,4.7,Buyable,2,10.45,3.95,1,-0.11,-2.11,-3.87,1.11,-35.58,231.15,250.0,250.18,0.19,0.2,,,,False,8,12,16,0,3,2,0,4,3,48,False,Below Threshold
BTSG,"BrightSpring Health Services, Inc. Common Stock",Healthcare,61.71,4123163,275504111,66.23,48.11,12,Horizontal,57.68,7.0,Watch for Pullback,2,10.89,7.8,0,-17.15,2.99,-16.6,0.78,3.22,55.75,64.26,70.72,0.43,1.51,,,,False,8,12,12,2,2,6,0,4,2,48,False,Below Threshold
CG,The Carlyle Group Inc.,Financial Services,49.28,3597243,169489178,45.3,51.31,7,SMA50,44.63,10.43,Extended,2,20.74,16.77,0,2.52,2.45,3.59,0.95,-266.28,43.63,50.81,50.87,0.27,0.28,,,,False,8,7,12,7,0,2,4,4,4,48,False,Below Threshold
VRNS,"Varonis Systems, Inc.",Technology,44.99,1944001,86369824,41.02,32.08,12,BreakoutRetest,40.1,12.19,Extended,2,16.03,13.46,0,-9.81,45.32,-13.58,0.84,0.1,38.92,47.27,47.58,0.38,0.43,,,,False,7,12,12,7,2,2,0,4,2,48,False,Below Threshold
ABMD,"Abiomed, Inc.",Healthcare,381.02,1944004,736795805,348.85,292.0,15,,,,No Valid Support,0,,,0,-3.67,47.24,-3.12,3.57,168.23,,,,,,,,,False,7,15,0,7,10,0,0,4,5,48,False,Below Threshold
ACLX,"Arcellx, Inc.",Healthcare,115.07,1892158,217450308,112.63,84.18,15,,,,No Valid Support,0,,,0,-4.17,59.86,-3.62,2.25,28.22,,,,,,,,,False,7,15,0,7,10,0,0,4,5,48,False,Below Threshold
KALV,"KalVista Pharmaceuticals, Inc.",Healthcare,27.0,3208093,85960534,24.29,16.98,15,,,,No Valid Support,0,,,0,-3.55,68.5,-3.0,2.49,12.42,,,,,,,,,False,7,15,0,7,10,0,0,4,5,48,False,Below Threshold
RCAT,"Red Cat Holdings, Inc.",Technology,11.13,9032658,80391157,9.63,11.0,4,,,,No Valid Support,0,,,0,41.23,24.37,37.47,1.2,11.31,,,,,,,,,False,7,4,0,15,9,0,5,4,4,48,False,Below Threshold
HOND,HCM II Acquisition Corp.,Financial Services,18.04,3391412,67092813,15.59,11.97,15,,,,No Valid Support,0,,,0,5.49,58.94,6.56,0.83,-20.53,,,,,,,,,False,7,15,0,14,0,0,5,4,2,47,False,Below Threshold
WYFI,"WhiteFiber, Inc. Ordinary Shares",Technology,29.52,2386388,70272100,29.9,22.07,8,,,,No Valid Support,0,,,0,12.93,9.87,9.16,1.15,9.73,,,,,,,,,False,7,8,0,14,7,0,5,4,2,47,False,Below Threshold
AAPL,Apple Inc.,Technology,305.93,51297971,16370800992,309.19,280.48,11,SMA50,309.58,-1.18,Broken / Reclaim Needed,2,5.43,3.47,1,-12.78,-3.48,-16.55,0.76,11.38,303.39,316.29,316.94,4.07,4.33,,,,False,10,11,0,0,4,15,0,4,2,46,False,Below Threshold
INDV,Indivior Pharmaceuticals Inc,Healthcare,39.01,2110458,82539726,39.49,35.15,14,SMA50,39.12,-0.27,Support Test / Reclaim,2,6.6,9.54,1,-8.22,-0.35,-7.67,0.67,-5.78,38.28,39.74,40.02,1.0,1.39,,,,False,7,14,16,0,0,2,0,4,3,46,False,Below Threshold
COST,Costco Wholesale Corporation,Consumer Defensive,961.1,2040936,1921231081,950.58,958.5,7,SMA50,952.05,0.95,Prime Entry,2,3.31,3.24,1,-2.3,-17.98,1.09,1.02,-4.79,933.01,987.55,989.12,0.94,1.0,,,,False,8,7,16,0,3,2,3,4,3,46,False,Below Threshold
